day,state,brand,Meta,GAds,TikTok,Semana,Año,rql
2025-03-31,Aguascalientes,Bajaj,Aguascalientes,Aguascalientes,Aguascalientes,14,2025,3.0
2025-03-31,Baja California,Bajaj,Baja California,Baja California,Baja California,14,2025,1.0
2025-03-31,Baja California,Dinamo,Baja California,Baja California,Baja California,14,2025,1.0
2025-03-31,Baja California,Honda,Baja California,Baja California,Baja California,14,2025,2.0
2025-03-31,Baja California,Vento,Baja California,Baja California,Baja California,14,2025,1.0
2025-03-31,Baja California Sur,Bajaj,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,1.0
2025-03-31,Campeche,Bajaj,Campeche,Campeche,Campeche,14,2025,1.0
2025-03-31,Campeche,Yamaha,Campeche,Campeche,Campeche,14,2025,1.0
2025-03-31,Chihuahua,Bajaj,Chihuahua,Chihuahua,Chihuahua,14,2025,2.0
2025-03-31,Colima,Bajaj,Colima,Colima,Colima,14,2025,3.0
2025-03-31,Colima,Suzuki,Colima,Colima,Colima,14,2025,1.0
2025-03-31,Durango,Vento,Durango,Durango,Durango,14,2025,1.0
2025-03-31,Guanajuato,Bajaj,Guanajuato,Guanajuato,Guanajuato,14,2025,6.0
2025-03-31,Guanajuato,Hero,Guanajuato,Guanajuato,Guanajuato,14,2025,2.0
2025-03-31,Guanajuato,Italika,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-03-31,Guanajuato,TVS,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-03-31,Guanajuato,Vento,Guanajuato,Guanajuato,Guanajuato,14,2025,2.0
2025-03-31,Guanajuato,Zmoto,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-03-31,Guerrero,Bajaj,Guerrero,Guerrero,Guerrero,14,2025,4.0
2025-03-31,Guerrero,Honda,Guerrero,Guerrero,Guerrero,14,2025,2.0
2025-03-31,Guerrero,Italika,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-03-31,Guerrero,Kawasaki,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-03-31,Guerrero,Vento,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-03-31,Guerrero,Zmoto,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-03-31,Hidalgo,Bajaj,Hidalgo,Hidalgo,Hidalgo,14,2025,3.0
2025-03-31,Hidalgo,Dinamo,Hidalgo,Hidalgo,Hidalgo,14,2025,1.0
2025-03-31,Hidalgo,Honda,Hidalgo,Hidalgo,Hidalgo,14,2025,1.0
2025-03-31,Hidalgo,Vento,Hidalgo,Hidalgo,Hidalgo,14,2025,2.0
2025-03-31,Jalisco,Bajaj,Jalisco,Jalisco,Jalisco,14,2025,29.0
2025-03-31,Jalisco,CF Moto,Jalisco,Jalisco,Jalisco,14,2025,13.0
2025-03-31,Jalisco,CFLITE,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-03-31,Jalisco,Hero,Jalisco,Jalisco,Jalisco,14,2025,2.0
2025-03-31,Jalisco,Honda,Jalisco,Jalisco,Jalisco,14,2025,8.0
2025-03-31,Jalisco,Italika,Jalisco,Jalisco,Jalisco,14,2025,5.0
2025-03-31,Jalisco,Suzuki,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-03-31,Jalisco,TVS,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-03-31,Jalisco,Vento,Jalisco,Jalisco,Jalisco,14,2025,9.0
2025-03-31,Jalisco,Yamaha,Jalisco,Jalisco,Jalisco,14,2025,4.0
2025-03-31,Jalisco,Zmoto,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-03-31,Michoacán,Bajaj,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,10.0
2025-03-31,Michoacán,Honda,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-03-31,Michoacán,Italika,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,2.0
2025-03-31,Michoacán,KTM,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-03-31,Michoacán,MB,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-03-31,Morelos,Bajaj,Morelos,Morelos,Morelos,14,2025,6.0
2025-03-31,Morelos,Benelli,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,CF Moto,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,Honda,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,KTM,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,Kawasaki,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,Suzuki,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,Morelos,Vento,Morelos,Morelos,Morelos,14,2025,5.0
2025-03-31,Morelos,Yamaha,Morelos,Morelos,Morelos,14,2025,1.0
2025-03-31,México,Bajaj,State of Mexico,State of Mexico,Mexico,14,2025,57.0
2025-03-31,México,Benelli,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-03-31,México,CF Moto,State of Mexico,State of Mexico,Mexico,14,2025,15.0
2025-03-31,México,CFLITE,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-03-31,México,Hero,State of Mexico,State of Mexico,Mexico,14,2025,2.0
2025-03-31,México,Honda,State of Mexico,State of Mexico,Mexico,14,2025,10.0
2025-03-31,México,Italika,State of Mexico,State of Mexico,Mexico,14,2025,20.0
2025-03-31,México,KTM,State of Mexico,State of Mexico,Mexico,14,2025,6.0
2025-03-31,México,Kawasaki,State of Mexico,State of Mexico,Mexico,14,2025,2.0
2025-03-31,México,MB,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-03-31,México,Suzuki,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-03-31,México,TVS,State of Mexico,State of Mexico,Mexico,14,2025,7.0
2025-03-31,México,Treck,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-03-31,México,Vento,State of Mexico,State of Mexico,Mexico,14,2025,33.0
2025-03-31,México,Yamaha,State of Mexico,State of Mexico,Mexico,14,2025,6.0
2025-03-31,México,Zmoto,State of Mexico,State of Mexico,Mexico,14,2025,1.0
2025-03-31,Nayarit,Bajaj,Nayarit,Nayarit,Nayarit,14,2025,1.0
2025-03-31,Nayarit,CF Moto,Nayarit,Nayarit,Nayarit,14,2025,1.0
2025-03-31,Nayarit,CFLITE,Nayarit,Nayarit,Nayarit,14,2025,1.0
2025-03-31,Nayarit,Italika,Nayarit,Nayarit,Nayarit,14,2025,1.0
2025-03-31,Nuevo León,Bajaj,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,3.0
2025-03-31,Nuevo León,Benelli,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-03-31,Nuevo León,CF Moto,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,5.0
2025-03-31,Nuevo León,Honda,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,5.0
2025-03-31,Nuevo León,KTM,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-03-31,Nuevo León,Vento,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,3.0
2025-03-31,Nuevo León,Yamaha,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,2.0
2025-03-31,Oaxaca,Bajaj,Oaxaca,Oaxaca,Oaxaca,14,2025,12.0
2025-03-31,Oaxaca,CF Moto,Oaxaca,Oaxaca,Oaxaca,14,2025,5.0
2025-03-31,Oaxaca,CFLITE,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-03-31,Oaxaca,Hero,Oaxaca,Oaxaca,Oaxaca,14,2025,3.0
2025-03-31,Oaxaca,Italika,Oaxaca,Oaxaca,Oaxaca,14,2025,3.0
2025-03-31,Oaxaca,Suzuki,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-03-31,Oaxaca,Vento,Oaxaca,Oaxaca,Oaxaca,14,2025,2.0
2025-03-31,Oaxaca,Yamaha,Oaxaca,Oaxaca,Oaxaca,14,2025,4.0
2025-03-31,Puebla,Bajaj,Puebla,Puebla,Puebla,14,2025,15.0
2025-03-31,Puebla,CF Moto,Puebla,Puebla,Puebla,14,2025,2.0
2025-03-31,Puebla,CFLITE,Puebla,Puebla,Puebla,14,2025,2.0
2025-03-31,Puebla,Hero,Puebla,Puebla,Puebla,14,2025,1.0
2025-03-31,Puebla,Honda,Puebla,Puebla,Puebla,14,2025,3.0
2025-03-31,Puebla,Italika,Puebla,Puebla,Puebla,14,2025,4.0
2025-03-31,Puebla,Kawasaki,Puebla,Puebla,Puebla,14,2025,1.0
2025-03-31,Puebla,Suzuki,Puebla,Puebla,Puebla,14,2025,3.0
2025-03-31,Puebla,TVS,Puebla,Puebla,Puebla,14,2025,1.0
2025-03-31,Puebla,Vento,Puebla,Puebla,Puebla,14,2025,4.0
2025-03-31,Querétaro,Bajaj,Querétaro Arteaga,Queretaro,Queretaro,14,2025,3.0
2025-03-31,Querétaro,Vento,Querétaro Arteaga,Queretaro,Queretaro,14,2025,3.0
2025-03-31,Quintana Roo,Bajaj,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,12.0
2025-03-31,Quintana Roo,CF Moto,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-03-31,Quintana Roo,CFLITE,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-03-31,Quintana Roo,Honda,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-03-31,Quintana Roo,Italika,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-03-31,Quintana Roo,Suzuki,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-03-31,Quintana Roo,Vento,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-03-31,Quintana Roo,Yamaha,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-03-31,San Luis Potosí,Bajaj,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,3.0
2025-03-31,Tabasco,Honda,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-03-31,Tabasco,Italika,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-03-31,Tabasco,KTM,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-03-31,Tabasco,Vento,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-03-31,Tlaxcala,Bajaj,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-03-31,Tlaxcala,Benelli,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-03-31,Tlaxcala,Italika,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-03-31,Tlaxcala,Kawasaki,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-03-31,Tlaxcala,Vento,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-03-31,Veracruz,Bajaj,Veracruz,Veracruz,Veracruz,14,2025,7.0
2025-03-31,Veracruz,Benelli,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-03-31,Veracruz,CF Moto,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-03-31,Veracruz,Honda,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-03-31,Veracruz,Italika,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-03-31,Veracruz,Suzuki,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-03-31,Veracruz,Vento,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-03-31,Veracruz,Yamaha,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-03-31,Yucatán,Bajaj,Yucatán,Yucatan,Yucatan,14,2025,7.0
2025-03-31,Yucatán,Benelli,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,CF Moto,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,Honda,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,KTM,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,Kawasaki,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,Yamaha,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-03-31,Yucatán,Zmoto,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Aguascalientes,Bajaj,Aguascalientes,Aguascalientes,Aguascalientes,14,2025,3.0
2025-04-01,Aguascalientes,Vento,Aguascalientes,Aguascalientes,Aguascalientes,14,2025,1.0
2025-04-01,Baja California,Bajaj,Baja California,Baja California,Baja California,14,2025,3.0
2025-04-01,Baja California,Italika,Baja California,Baja California,Baja California,14,2025,1.0
2025-04-01,Baja California Sur,KTM,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,1.0
2025-04-01,Campeche,Bajaj,Campeche,Campeche,Campeche,14,2025,2.0
2025-04-01,Campeche,Hero,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-01,Campeche,Suzuki,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-01,Campeche,Vento,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-01,Chihuahua,Vento,Chihuahua,Chihuahua,Chihuahua,14,2025,1.0
2025-04-01,Colima,Bajaj,Colima,Colima,Colima,14,2025,5.0
2025-04-01,Colima,CF Moto,Colima,Colima,Colima,14,2025,1.0
2025-04-01,Colima,Vento,Colima,Colima,Colima,14,2025,1.0
2025-04-01,Colima,Yamaha,Colima,Colima,Colima,14,2025,1.0
2025-04-01,Durango,Bajaj,Durango,Durango,Durango,14,2025,3.0
2025-04-01,Durango,CF Moto,Durango,Durango,Durango,14,2025,1.0
2025-04-01,Durango,Italika,Durango,Durango,Durango,14,2025,1.0
2025-04-01,Durango,Vento,Durango,Durango,Durango,14,2025,2.0
2025-04-01,Guanajuato,Bajaj,Guanajuato,Guanajuato,Guanajuato,14,2025,7.0
2025-04-01,Guanajuato,CF Moto,Guanajuato,Guanajuato,Guanajuato,14,2025,4.0
2025-04-01,Guanajuato,CFLITE,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-01,Guanajuato,Honda,Guanajuato,Guanajuato,Guanajuato,14,2025,3.0
2025-04-01,Guanajuato,Italika,Guanajuato,Guanajuato,Guanajuato,14,2025,2.0
2025-04-01,Guanajuato,KTM,Guanajuato,Guanajuato,Guanajuato,14,2025,2.0
2025-04-01,Guanajuato,MB,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-01,Guanajuato,TVS,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-01,Guanajuato,Vento,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-01,Guanajuato,Yamaha,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-01,Guerrero,Bajaj,Guerrero,Guerrero,Guerrero,14,2025,6.0
2025-04-01,Guerrero,Honda,Guerrero,Guerrero,Guerrero,14,2025,1.0
2025-04-01,Guerrero,Vento,Guerrero,Guerrero,Guerrero,14,2025,2.0
2025-04-01,Hidalgo,CF Moto,Hidalgo,Hidalgo,Hidalgo,14,2025,2.0
2025-04-01,Hidalgo,Honda,Hidalgo,Hidalgo,Hidalgo,14,2025,2.0
2025-04-01,Hidalgo,Italika,Hidalgo,Hidalgo,Hidalgo,14,2025,2.0
2025-04-01,Hidalgo,Vento,Hidalgo,Hidalgo,Hidalgo,14,2025,3.0
2025-04-01,Jalisco,Bajaj,Jalisco,Jalisco,Jalisco,14,2025,20.0
2025-04-01,Jalisco,CF Moto,Jalisco,Jalisco,Jalisco,14,2025,7.0
2025-04-01,Jalisco,CFLITE,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-01,Jalisco,Honda,Jalisco,Jalisco,Jalisco,14,2025,6.0
2025-04-01,Jalisco,Italika,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-01,Jalisco,KTM,Jalisco,Jalisco,Jalisco,14,2025,4.0
2025-04-01,Jalisco,Kawasaki,Jalisco,Jalisco,Jalisco,14,2025,1.0
2025-04-01,Jalisco,TVS,Jalisco,Jalisco,Jalisco,14,2025,7.0
2025-04-01,Jalisco,Vento,Jalisco,Jalisco,Jalisco,14,2025,4.0
2025-04-01,Jalisco,Yamaha,Jalisco,Jalisco,Jalisco,14,2025,2.0
2025-04-01,Michoacán,Bajaj,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,7.0
2025-04-01,Michoacán,CF Moto,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,2.0
2025-04-01,Michoacán,Honda,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-01,Michoacán,Italika,Michoacán de Ocampo,Michoacan,Michoacan,14,2025,1.0
2025-04-01,Morelos,Bajaj,Morelos,Morelos,Morelos,14,2025,11.0
2025-04-01,Morelos,CF Moto,Morelos,Morelos,Morelos,14,2025,5.0
2025-04-01,Morelos,CFLITE,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-01,Morelos,Honda,Morelos,Morelos,Morelos,14,2025,1.0
2025-04-01,Morelos,Italika,Morelos,Morelos,Morelos,14,2025,3.0
2025-04-01,Morelos,TVS,Morelos,Morelos,Morelos,14,2025,1.0
2025-04-01,Morelos,Vento,Morelos,Morelos,Morelos,14,2025,2.0
2025-04-01,México,Bajaj,State of Mexico,State of Mexico,Mexico,14,2025,46.0
2025-04-01,México,Benelli,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-01,México,CF Moto,State of Mexico,State of Mexico,Mexico,14,2025,11.0
2025-04-01,México,CFLITE,State of Mexico,State of Mexico,Mexico,14,2025,5.0
2025-04-01,México,Hero,State of Mexico,State of Mexico,Mexico,14,2025,2.0
2025-04-01,México,Honda,State of Mexico,State of Mexico,Mexico,14,2025,13.0
2025-04-01,México,Italika,State of Mexico,State of Mexico,Mexico,14,2025,20.0
2025-04-01,México,KTM,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-01,México,Kawasaki,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-01,México,MB,State of Mexico,State of Mexico,Mexico,14,2025,3.0
2025-04-01,México,Suzuki,State of Mexico,State of Mexico,Mexico,14,2025,6.0
2025-04-01,México,TVS,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-01,México,Vento,State of Mexico,State of Mexico,Mexico,14,2025,22.0
2025-04-01,México,Yamaha,State of Mexico,State of Mexico,Mexico,14,2025,4.0
2025-04-01,Nayarit,Italika,Nayarit,Nayarit,Nayarit,14,2025,2.0
2025-04-01,Nuevo León,Bajaj,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,11.0
2025-04-01,Nuevo León,CF Moto,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-01,Nuevo León,Honda,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,4.0
2025-04-01,Nuevo León,Italika,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,4.0
2025-04-01,Nuevo León,Kawasaki,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-01,Nuevo León,TVS,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-01,Nuevo León,Vento,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,6.0
2025-04-01,Nuevo León,Zmoto,Nuevo León,Nuevo Leon,Nuevo Leon,14,2025,1.0
2025-04-01,Oaxaca,Bajaj,Oaxaca,Oaxaca,Oaxaca,14,2025,10.0
2025-04-01,Oaxaca,Benelli,Oaxaca,Oaxaca,Oaxaca,14,2025,3.0
2025-04-01,Oaxaca,CF Moto,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-01,Oaxaca,Honda,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-01,Oaxaca,Italika,Oaxaca,Oaxaca,Oaxaca,14,2025,4.0
2025-04-01,Oaxaca,Vento,Oaxaca,Oaxaca,Oaxaca,14,2025,5.0
2025-04-01,Oaxaca,Yamaha,Oaxaca,Oaxaca,Oaxaca,14,2025,1.0
2025-04-01,Puebla,Bajaj,Puebla,Puebla,Puebla,14,2025,15.0
2025-04-01,Puebla,Benelli,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,CF Moto,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,Honda,Puebla,Puebla,Puebla,14,2025,4.0
2025-04-01,Puebla,Italika,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,KTM,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,Kawasaki,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,Suzuki,Puebla,Puebla,Puebla,14,2025,3.0
2025-04-01,Puebla,TVS,Puebla,Puebla,Puebla,14,2025,1.0
2025-04-01,Puebla,Vento,Puebla,Puebla,Puebla,14,2025,6.0
2025-04-01,Puebla,Zmoto,Puebla,Puebla,Puebla,14,2025,3.0
2025-04-01,Querétaro,Bajaj,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-01,Querétaro,CF Moto,Querétaro Arteaga,Queretaro,Queretaro,14,2025,3.0
2025-04-01,Querétaro,Hero,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-01,Querétaro,Honda,Querétaro Arteaga,Queretaro,Queretaro,14,2025,1.0
2025-04-01,Querétaro,Vento,Querétaro Arteaga,Queretaro,Queretaro,14,2025,2.0
2025-04-01,Quintana Roo,Bajaj,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,9.0
2025-04-01,Quintana Roo,CF Moto,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-04-01,Quintana Roo,Honda,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,3.0
2025-04-01,Quintana Roo,Italika,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-04-01,Quintana Roo,Kawasaki,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-01,Quintana Roo,Kymco,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-01,Quintana Roo,TVS,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,1.0
2025-04-01,Quintana Roo,Vento,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,4.0
2025-04-01,Quintana Roo,Yamaha,Quintana Roo,Quintana Roo,Quintana Roo,14,2025,2.0
2025-04-01,San Luis Potosí,Bajaj,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,2.0
2025-04-01,San Luis Potosí,Suzuki,San Luis Potosi,San Luis Potosi,San Luis Potosi,14,2025,1.0
2025-04-01,Sinaloa,CF Moto,Sinaloa,Sinaloa,Sinaloa,14,2025,1.0
2025-04-01,Sinaloa,Vento,Sinaloa,Sinaloa,Sinaloa,14,2025,1.0
2025-04-01,Sonora,Bajaj,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-01,Sonora,CF Moto,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-01,Sonora,Vento,Sonora,Sonora,Sonora,14,2025,1.0
2025-04-01,Tabasco,Bajaj,Tabasco,Tabasco,Tabasco,14,2025,3.0
2025-04-01,Tabasco,Honda,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-01,Tabasco,Suzuki,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-01,Tabasco,Vento,Tabasco,Tabasco,Tabasco,14,2025,1.0
2025-04-01,Tlaxcala,Bajaj,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-04-01,Tlaxcala,Italika,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-04-01,Tlaxcala,KTM,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,1.0
2025-04-01,Tlaxcala,Vento,Tlaxcala,Tlaxcala,Tlaxcala,14,2025,2.0
2025-04-01,Veracruz,Bajaj,Veracruz,Veracruz,Veracruz,14,2025,8.0
2025-04-01,Veracruz,Benelli,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-01,Veracruz,CF Moto,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-01,Veracruz,CFLITE,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-01,Veracruz,Hero,Veracruz,Veracruz,Veracruz,14,2025,1.0
2025-04-01,Veracruz,TVS,Veracruz,Veracruz,Veracruz,14,2025,2.0
2025-04-01,Veracruz,Vento,Veracruz,Veracruz,Veracruz,14,2025,4.0
2025-04-01,Veracruz,Yamaha,Veracruz,Veracruz,Veracruz,14,2025,4.0
2025-04-01,Yucatán,Bajaj,Yucatán,Yucatan,Yucatan,14,2025,6.0
2025-04-01,Yucatán,Benelli,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-01,Yucatán,CF Moto,Yucatán,Yucatan,Yucatan,14,2025,3.0
2025-04-01,Yucatán,CFLITE,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Yucatán,Dinamo,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Yucatán,Honda,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Yucatán,Suzuki,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Yucatán,TVS,Yucatán,Yucatan,Yucatan,14,2025,2.0
2025-04-01,Yucatán,Yamaha,Yucatán,Yucatan,Yucatan,14,2025,1.0
2025-04-01,Zacatecas,CF Moto,Zacatecas,Zacatecas,Zacatecas,14,2025,1.0
2025-04-01,Zacatecas,Dinamo,Zacatecas,Zacatecas,Zacatecas,14,2025,1.0
2025-04-02,Aguascalientes,Bajaj,Aguascalientes,Aguascalientes,Aguascalientes,14,2025,4.0
2025-04-02,Baja California Sur,Kawasaki,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,2.0
2025-04-02,Baja California Sur,Suzuki,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,2.0
2025-04-02,Baja California Sur,Vento,Baja California Sur,Baja California Sur,Baja California Sur,14,2025,1.0
2025-04-02,Campeche,Bajaj,Campeche,Campeche,Campeche,14,2025,4.0
2025-04-02,Campeche,CF Moto,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-02,Campeche,Honda,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-02,Campeche,Suzuki,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-02,Campeche,Vento,Campeche,Campeche,Campeche,14,2025,1.0
2025-04-02,Chihuahua,CF Moto,Chihuahua,Chihuahua,Chihuahua,14,2025,1.0
2025-04-02,Colima,Bajaj,Colima,Colima,Colima,14,2025,1.0
2025-04-02,Colima,CFLITE,Colima,Colima,Colima,14,2025,1.0
2025-04-02,Colima,Suzuki,Colima,Colima,Colima,14,2025,1.0
2025-04-02,Durango,Bajaj,Durango,Durango,Durango,14,2025,2.0
2025-04-02,Durango,Italika,Durango,Durango,Durango,14,2025,1.0
2025-04-02,Guanajuato,Bajaj,Guanajuato,Guanajuato,Guanajuato,14,2025,5.0
2025-04-02,Guanajuato,Honda,Guanajuato,Guanajuato,Guanajuato,14,2025,3.0
2025-04-02,Guanajuato,KTM,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-02,Guanajuato,Suzuki,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-02,Guanajuato,Vento,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-02,Guanajuato,Yamaha,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-02,Guanajuato,Zmoto,Guanajuato,Guanajuato,Guanajuato,14,2025,1.0
2025-04-02,Guerrero,Bajaj,Guerrero,Guerrero,Guerrero,14,2025,2.0
2025-04-02,Guerrero,Hero,Guerrero,Guerrero,Guerrero,14,2025,1.0
